external_gene_name	entrezgene
AC243657.3	100289656
ZFAND2B	130617
STARD5	80765
PLLP	51090
ENTPD1-AS1	728558
RBMY1E	378950
TRNT1	51095
PPP1R9B	84687
ZBTB7C	201501
ARL2BP	23568
EZH1	2145
RHOT2	89941
OSM	5008
POLL	27343
THAP5	168451
TMEM45A	55076
RCAN1	1827
EDEM2	55741
AC026369.7	574538
TPRG1L	127262
CCNJ	54619
AC026369.6	105369593
SGCA	6442
IQSEC3	440073
PATE3	100169851
UQCRB	7381
AP003068.2	728975
GDI1	2664
AC100849.1	100128993
TMEM164	84187
POU5F2	134187
TAS1R3	83756
DVL1	1855
FAM172A	83989
MKRN2OS	100129480
FRMD7	90167
NAP1L4	4676
ATP6V0D2	245972
MKRN2	23609
LINC00562	100861549
CALCB	797
ZMYND10	51364
LINC01772	107984921
FHL1	2273
CROCCP3	114819
SLCO2B1	11309
SLC12A7	10723
PSKH2	85481
OR10Q1	219960
RNF43	54894
OR10W1	81341
CALCA	796
PCMTD1	115294
CLCN1	1180
SMARCAD1	56916
EHD1	10938
SAXO1	158297
PYY	5697
AC210756.1	105374516
WNT11	7481
ADAMTSL1	92949
NAGS	162417
OR51L1	119682
MLXIPL	51085
SALL3	27164
RAB19	401409
OR52J3	119679
P2RY14	9934
ZCCHC24	219654
OR52E2	119678
UBE2B	7320
TM4SF1-AS1	100874091
DPCD	25911
TM4SF1	4071
GGT6	124975
SUPT4H1	6827
SLC37A3	84255
PARP16	54956
GPR87	53836
P2RY13	53829
AP003025.1	101929653
PATE4	399968
GPR171	29909
IGSF10	285313
TSPOAP1-AS1	100506779
NTM	50863
ZXDC	79364
LINC01921	101928327
CSRNP3	80034
HCCS	3052
AL133481.2	729815
TNP1	7141
DKK3	27122
GRB7	2886
MED12L	116931
AC007557.4	105373876
TCIRG1	10312
IGFBP5	3488
RTL9	57529
SLC28A2	9153
MBD1	4152
ASAH2	56624
APTR	100505854
NTRK2	4915
AMMECR1	9949
AC087627.1	105375903
AC008397.2	5143
TRIM43B	653192
CSH1	1442
AC005759.1	102725254
GUSB	2990
PDE4C	5143
LINC01095	100505545
LINC01783	100132147
SHCBP1	79801
CDCA2	157313
TMEM151A	256472
CD248	57124
EIF5AL1	143244
AL773551.1	401247
SFTPA2	729238
NTM-AS1	101929637
CELF5	60680
LSM6	11157
NBPF1	55672
TMPRSS15	5651
PRR5L	79899
CPED1	79974
STARD8	9754
CHKA	1119
FP325331.1	100128818
ADCYAP1	116
AC104021.1	101927815
TOX3	27324
REELD1	345051
DIRC3-AS1	105373877
DIRC3	729582
ZNF503-AS2	100131213
PKN1	5585
NLRC3	197358
DEPTOR	64798
GOLPH3	64083
MAP1A	4130
THAP12	5612
ZNF503	84858
SCART1	619207
ABCC1	4363
OR5B17	219965
BRMS1	25855
FAM131B	9715
CA7	766
IGDCC3	9543
BIN1	274
OR5B3	441608
AC010997.3	101929234
ODAM	54959
ZNF503-AS1	253264
GDAP1	54332
NMS	129521
SYCE1	93426
MIS18A	54069
GVQW3	100506127
LRRC29	26231
LINC02403	105369785
VIRMA	25962
CASC16	643714
P2RY12	64805
AC246817.4	101927815
GPR148	344561
AC026462.3	105371264
USP4	7375
USP4	107986084
CYP21A1P	1590
GLIDR	389741
PMEPA1	56937
AC084128.1	105375623
TNXA	7146
SLC7A13	157724
JPH1	56704
LINC01387	100130480
CCNB1	891
AMER3	205147
ELP6	54859
RPL3	6122
CYP2E1	1571
FADS3	3995
AP000266.1	105372779
ZNF174	7727
KIF12	113220
MRAP	56246
AP005205.2	101927168
RPL14	9045
CORO1A	11151
RNF182	221687
ARHGAP28	79822
RSBN1L	222194
RIN1	9610
C22orf31	25770
URB1	9875
FAM47C	442444
CERS6	253782
NKILA	105416157
ZSCAN32	54925
CHRM5	1133
CROCCP2	84809
AC007920.2	101929130
MASP1	5648
P2RX3	5024
XAB2	56949
AVEN	57099
AC008397.1	729966
STK38	11329
TRIM43	129868
ABTB1	80325
AL354707.2	105375968
CHMP4B	128866
NOSTRIN	115677
MST1P2	11209
CDKN2AIPNL	91368
IFT52	51098
GPC2	221914
STAT5A	6776
TBC1D3P5	440419
KREMEN1	83999
CSHL1	1444
TFDP2	7029
AC004980.5	100133091
FLOT2	2319
EPB41L4A-DT	54508
SRSF3	6428
KDM4C	23081
TRABD2A	129293
TRABD2A	105374836
POTEM	641455
EFNB1	1947
GAL3ST4	79690
CD83	9308
MYO9B	4650
ACSBG1	23205
PRY2	442862
LINC02547	105376554
UROC1	131669
LINC01843	101927934
RCOR2	283248
CD79B	974
TTC39C	125488
CCDC57	284001
TMSB10	9168
AL929601.3	100508046
TMEM208	29100
DVL2	1856
MCTS1	28985
FDXR	2232
IL2RB	3560
ZNF280B	140883
CALD1	800
NOP56	10528
TOPAZ1	375337
TTC39C-AS1	102724246
AL391704.2	101926942
LINC01108	102216342
SH2D7	646892
LINC01668	101928311
OIT3	170392
SUSD3	203328
IDH3A	3419
RAP2C	57826
SMTNL2	342527
TTYH1	57348
LFNG	3955
GH1	2688
C1QTNF6	114904
CFAP46	54777
FAM95B1	100133036
C3orf62	375341
RAP2C-AS1	101928578
PJA1	64219
B3GALT4	8705
MBNL3	55796
SPATA20	64847
SH2D4A	63898
OR5B2	390190
ANKRD20A2	441430
LINC01996	400568
OR52A5	390054
OR5B12	390191
PRMT5-AS1	100505758
CYP20A1	57404
PLA2G12B	84647
TNFRSF11A	8792
PRMT5	10419
KAT14	57325
ADGRG7	84873
LINC00269	100996279
LINC00567	283486
PUS3	83480
UGP2	7360
PAIP1	10605
HYLS1	219844
AC008268.1	101926959
HTR7	3363
CYBB	1536
CCDC85A	114800
PET117	100303755
PDCL3	79031
OR52A1	23538
MIR217HG	104355290
C1GALT1C1	29071
AC007743.1	100129434
SLC10A7	84068
ARC	23237
MIR548XHG	101927797
USP6NL	9712
PRG3	10394
CT47B1	643311
AC108002.2	101928087
GGTA1P	2681
RPGR	6103
PNOC	5368
ARHGEF4	50649
PCP2	126006
TMEM60	85025
PTX4	390667
G6PC2	57818
RDH13	112724
MSL1	339287
DDX25	29118
STXBP2	6813
TMEM101	84336
KSR1	8844
CCDC27	148870
ATP23	91419
SPC25	57405
FDCSP	260436
AL359644.1	102723324
STOM	2040
ADAM9	8754
STK11	6794
TP73	7161
YTHDC1	91746
CERS6-AS1	100861402
ZNF619	285267
GP6	51206
IFI27	3429
AC084033.5	100506844
AC016493.1	105372069
CIB2	10518
KIAA1328	57536
DPY19L1	23333
BHLHE40	8553
SLFN12	55106
RGS9	8787
RGS9	100507002
PRRC1	133619
BHLHE40-AS1	100507582
CBARP	255057
NAA40	79829
ZNF620	253639
TDGF1P3	6998
AC007359.1	102725532
TCF12	6938
TTTY6B	441543
SFTPA1	653509
TSTA3	7264
CENPH	64946
NAA16	79612
CSN3	1448
TOX	9760
LGALS9	3965
FAM160A1	729830
FHOD3	80206
AC090152.1	100505501
CABS1	85438
LINC01683	105372746
FBXO16	157574
SSTR3	6753
AP002759.1	101928944
MTMR12	54545
CTD-3080P12.3	101928857
AMELX	265
SMR3A	26952
CT47A12	100507170
LINC02082	100507661
BRAT1	221927
DPY30	84661
MIR4300HG	101928989
WDR4	10785
NSD2	7468
TCAIM	285343
ROBO2	6092
VIT	5212
LINC01347	731275
SLC6A19	340024
PWAR1	145624
ARHGAP6	395
SNURF	8926
CT47A11	255313
CT47A11	100507170
ESPNP	284729
CT47A10	728036
CT47A10	100507170
IGDCC4	57722
MEMO1	51072
LINC00346	283487
ABHD18	80167
IFI27L2	83982
TM4SF4	7104
AC103760.1	105375624
WWP1	11059
VPS37D	155382
ZNF395	55893
AC097634.4	27086
C3orf22	152065
UBE3A	7337
EIF4E3	317649
JRK	8629
CHD1	1105
FAM181B	220382
AF131215.3	101929269
CPLX1	10815
XKR6	286046
CHST13	166012
HYPM	25763
CT47A9	728042
CT47A9	100507170
CHRDL1	91851
OTC	5009
LINC00470	56651
MST1L	11223
MFSD8	256471
PSCA	8000
VPS35	55737
CT47A8	728049
CT47A8	100507170
C4B	721
SRPX	8406
AC021915.1	101929341
C1GALT1	56913
AC005487.1	105375448
VPS50	55610
ST18	9705
C7orf66	154907
CT47A7	653282
CT47A7	100507170
EPN3	55040
PET100	100131801
CROCC	9696
OR5B21	219968
ZFR2	23217
RMDN1	51115
RNF135	84282
TFG	10342
FOXP1	27086
LANCL3	347404
OTUB1	55611
JARID2	3720
LETM2	137994
SYTL5	94122
CCL22	6367
ARHGEF3-AS1	100874200
CX3CL1	6376
GALNT12	79695
ARHGEF3	50650
FO681492.1	102724488
DDX19B	11269
KCNV1	27012
JARID2-AS1	100506681
NUDT2	318
AC115837.2	105375904
PI15	51050
ICOSLG	23308
AL136084.2	102724684
TPGS2	25941
APOL4	80832
DYNLT3	6990
DPRXP4	503645
BX284668.5	105376805
ZCCHC14	23174
MIR2052HG	441355
RBMY1F	159163
LPXN	9404
C8orf82	414919
MICA	100507436
ALOX15	246
COX8A	1351
RBM23	55147
ZCCHC2	54877
FLRT1	23769
LINC00320	387486
CCL17	6361
TAS2R60	338398
LRRC14	9684
MACROD1	28992
TAS2R41	259287
EPHA1	2041
FAM170A	340069
MYORG	57462
TSPAN7	7102
OR51V1	283111
AC021491.2	105371824
MTERF3	51001
PHTF2	57157
SERP2	387923
OCLNP1	647859
LRRC24	441381
HSD17B4	3295
CT47A6	728062
CT47A6	100507170
UBE2C	11065
ADRM1	11047
CT47A5	728072
CT47A5	100507170
LYPLA1	10434
CT47A4	728075
CT47A4	100507170
PTPN3	5774
IDH3G	3421
ZYX	7791
COL1A1	1277
MCEE	84693
BST1	683
MYBL2	4605
PRRG1	5638
CACUL1	143384
CT47A3	728082
CT47A3	100507170
TNPO3	23534
BX248123.1	105378385
LAMA5-AS1	101928158
TP73-AS1	57212
SEC11C	90701
LAMA5	3911
MTMR9	66036
NIPBL-DT	646719
CBWD5	220869
SPPL2A	84888
STX1A	6804
PANTR1	100506421
XK	7504
LINC02563	105827617
UPP2	151531
SMR3B	10879
LIMS4	100288695
GPATCH8	23131
OPRPN	58503
NPY4R2	100996758
EIF2S2	8894
NDUFAB1	4706
AC007906.2	105371267
FAM25C	644054
GTSF1L	149699
CEP112	201134
OR10AC1	392133
EPHA1-AS1	285965
MED13	9969
CACNA2D2	9254
CT47A2	728090
CT47A2	100507170
ZNF621	285268
CTXN3	613212
MTX2	10651
WRAP73	49856
AC090517.5	145783
AGAP12P	414224
AC090517.4	54816
RALY-AS1	101926888
FBXL5	26234
CT47A1	728096
CT47A1	100507170
AC022118.1	105379164
TMPRSS3	64699
ZNF280D	54816
ABCC12	94160
RALY	22913
CCDC192	728586
FAM155B	27112
LINC01184	644873
RPP30	10556
POU3F3	5455
ADAM32	203102
OTULINL	54491
LINC01159	102682016
NANOS1	340719
EIF3A	8661
AC016738.2	101927142
AC104078.1	439933
RALA	5898
TBC1D8	11138
ARAP2	116984
ANKRD10	55608
HPGDS	27306
LINC01592	100505718
BUD23	114049
CCDC148	130940
RAC2	5880
CU633906.2	102724843
CU633906.2	107987290
USE1	55850
ZFP91	80829
MRPS9	64965
PIKFYVE	200576
GRP	2922
TRAF6	7189
TMEM135	65084
SSR4	6748
AC010884.1	102724691
CNTF	1270
UTAT33	101927492
RPL31	6160
CLIC6	54102
APOL2	23780
CMIP	80790
AXIN2	8313
ZFP91-CNTF	386607
NR1H3	10062
CASP10	843
DDX60	55601
RAG2	5897
ICE2	79664
CCDC148-AS1	554201
SPATA12	353324
ONECUT3	390874
GALNT3	2591
C11orf74	119710
LINC01728	105372626
CASTOR3	352954
DAB2IP	153090
STRN	6801
NIPBL	25836
ADPGK	83440
RAX	30062
C9orf24	84688
MICU2	221154
GLUD2	2747
FAM200B	285550
AC022613.1	100130111
FRMPD2	143162
ADPGK-AS1	100287559
SLC39A12	221074
AC005532.1	101927354
MIR194-2HG	105369343
LMAN2L	81562
MUC7	4589
ANO1	55107
RAG1	5896
CHMP5	51510
F7	2155
NCAM2	4685
ITGAX	3687
SYNGR1	9145
GPM6A	2823
LINC00160	54064
NPAS2	4862
SYNRG	11276
SLC39A12-AS1	100129213
TAOK2	9344
SGMS1	259230
KIAA1109	84162
COMMD2	51122
DNAJC30	84277
DDX19A	55308
HSF5	124535
CA8	767
GREB1	9687
ATCAY	85300
PRG2	5553
TNNC2	7125
STAG3	10734
PANDAR	101154753
CRISPLD1	83690
ZNF79	7633
ADAMTS7P1	390660
WWTR1	25937
BOLA2B	654483
SLC43A3	29015
CDKN1A	1026
SGMS1-AS1	104355295
SLX1A-SULT1A3	100526830
SNHG14	3653
AC090579.1	105375700
PTGER1	5731
OXR1	55074
AC092720.1	101928737
FUT11	170384
CXCL11	6373
HBB	3043
SLC12A2	6558
PHLPP1	23239
AP000880.1	105369499
GOLGA6L10	647042
SEC24C	9632
TBC1D8-AS1	100506286
CNOT11	55571
ZNF280A	129025
JADE2	23338
C11orf80	79703
LINC01603	100505739
ART3	419
MISP	126353
WWTR1-AS1	100128025
URB1-AS1	84996
LSM12	124801
AC106782.1	613038
HAUS2	55142
ECHDC3	79746
AC010536.1	100129215
SLX1A	548593
CETP	1071
RRAGA	10670
KLHDC4	54758
TUSC8	400128
TBX20	57057
PUM3	9933
LINC01180	101927017
FZD2	2535
AC012184.3	100506083
LINC00265	349114
TSC22D1	8848
SULT1A3	6818
RAB44	401258
MYLK2	85366
RNMT	8731
AC097537.1	101928590
KIAA0825	285600
COQ9	57017
GBX1	2636
RXFP1	59350
ZNF133	7692
PALB2	79728
SLF1	84250
GDPD1	284161
ALPL	249
TSC22D1-AS1	641467
ADAMTSL3	57188
SNRPN	6638
KCNV2	169522
STAG3L4	64940
STAG3L4	101929736
CR759848.1	102725019
RNH1	6050
CPLX4	339302
OTULIN	90268
ACP2	53
RNF113B	140432
PMS2P4	5382
ATG2A	23130
FARP1	10160
MTMR4	9110
BCRP3	644165
LINC01301	100505532
PSMC3	5702
LMAN1	3998
SLC6A18	348932
MCTP1	79772
LY6K	54742
CBSL	102724560
RCE1	9986
LNCOC1	100288181
CYYR1-AS1	100996571
EIF3IP1	442720
CIAPIN1	57019
TMEM115	11070
CYYR1	116159
AC092167.1	105375451
CYB561D2	11068
CEP170	9859
THEM6	51337
SAT2	112483
GDPD4	220032
SLURP1	57152
LINC01742	105376992
ESYT3	83850
COL28A1	340267
LINC01426	100506385
LINC00317	378828
IMMP2L	83943
LINC00368	101927802
JPH3	57338
NPRL2	10641
EBF2	64641
PRKAR2A	5576
ATP5F1D	513
MEIOC	284071
SOX15	6665
TARSL2	123283
EVI2A	2123
HBD	3045
SLC16A3	9123
CTAGE15	441294
LRRN3	54674
NNT	23530
MPDU1	9526
RPL12	6136
EVI2B	2124
CCDC43	124808
TCAF2	285966
SLC43A2	124935
FAM210A	125228
LYPD2	137797
KCMF1	56888
NF1	4763
PVRIG	79037
MXRA8	54587
LINC01918	105373984
HBBP1	3044
REEP5	7905
NDUFV3	4731
MPDZ	8777
FGF9	2254
AC068594.3	105371907
STK24	8428
CXCL10	3627
SEPT9	10801
NUDT16L1	84309
MNT	4335
ASB10	136371
ORC6	23594
GOLGA6L10	101927601
RGPD6	727851
RGPD6	729540
POLDIP3	84271
MYPN	84665
PRKAR2A-AS1	100506637
AC131056.7	414059
CDK13	8621
MED15	51586
Z82186.1	339685
PRAME	23532
C20orf85	128602
FP885919.1	102724655
TRIM40	135644
LINC01964	100996478
GATB	5188
DOK4	55715
CPNE5	57699
LINC01644	101927722
TOX2	84969
TNS1	7145
ANKRD16	54522
SRP19	6728
LINC01556	729583
RUVBL1	8607
LINC01425	101927821
ERAS	3266
SLFN13	146857
CSNK1D	1453
PWAR5	8123
LINC01608	101927459
PWAR6	100506965
FTLP10	100130017
TMPRSS11BNL	401136
CST5	1473
LINC01609	101927487
ZFR	51663
PPP4R4	57718
ERVH48-1	90625
PCSK1N	27344
FAM168B	130074
AC013264.1	101927596
AL133297.2	105371046
TMEM204	79652
SLC23A2	9962
ANKRD44-IT1	101927547
NNT-AS1	100652772
ANKRD44	91526
LL22NC03-63E9.3	648691
TELO2	9894
IQCA1L	392843
GATM	2628
APOL1	8542
IKZF3	22806
LINC00424	100874182
ATP9A	10079
FAM50A	9130
ARL8B	55207
LINC00540	100506622
CSPG5	10675
LINC01586	101929743
MARVELD2	153562
ZNF623	9831
ABCF2	10061
MECOM	2122
AEN	64782
NUTM2B-AS1	101060691
KBTBD12	166348
CARD19	84270
CCDC178	374864
TBC1D3P2	440452
EEFSEC	60678
AC092611.1	107986197
AMTN	401138
SPATA5L1	79029
SERPINA10	51156
EDEM1	9695
APC	324
CNNM4	26504
ATP8B3	148229
SEC61A1	29927
SCN4B	6330
AC021097.2	10061
CAMK2B	816
LENG8	114823
IFT140	9742
NUTM2B	729262
ARHGEF7-AS2	100874238
C4B-AS1	102060414
AL135925.1	642361
FOXS1	2307
ARHGEF7	8874
KRT12	3859
GPR45	11250
LYNX1	66004
CYTH4	27128
NTSR2	23620
RGS19	10287
LINC01687	101927843
MED4-AS1	100873965
MED4	29079
LENG9	94059
CASC9	101805492
GOLGA6L9	440295
TPTE2P2	644623
SI	6476
LMO7DN	729420
G6PC3	92579
MGLL	11343
LMO7DN-IT1	104326189
SMG1P3	100271836
SLURP2	66004
SLURP2	432355
SAR1B	51128
FXR2	9513
UBE2Q2P2	100134869
POLR2C	5432
CHTF18	63922
DTHD1	401124
TTTY5	83863
LYNX1-SLURP2	66004
LYNX1-SLURP2	111188157
ATP9B	374868
RBMY2FP	159162
CECR3	27442
LINC00668	400643
EDA	1896
ADA2	51816
MPHOSPH10	10199
NCK1-DT	101927597
CCDC33	80125
NPIPB3	23117
SLC35G2	80723
TP53TG1	11257
MRPS31P5	100887750
AC018647.2	101930085
CSNK2A1	1457
HERPUD2	64224
AC004990.1	105375368
CD68	968
DMAC1	90871
OCLN	100506658
MBTD1	54799
AC141586.1	652276
EVA1C	59271
HNF4G	3174
PLEC	5339
LINC00898	400932
P4HA1	5033
TJP1	7082
TGFBRAP1	9392
LINC01672	100505887
ANKRD60	140731
EIF4A1	1973
STARD9	57519
CWC25	54883
RAB3IL1	5866
AURKAIP1	54998
AC142525.2	101928924
RUVBL1-AS1	100874089
AADAC	13
DHRS13	147015
COL15A1	1306
KRT20	54474
SEC24A	10802
MXI1	4601
AC092637.1	102723427
LINC00330	144817
COPS3	8533
ANKH	56172
SUCNR1	56670
KCTD12	115207
AADACP1	201651
AC004148.1	105371506
CYP21A2	1589
CYP21A2	112268338
STRA6	64220
NUFIP1	26747
GGTLC1	92086
AC091153.3	101559451
LY6D	8581
VSTM5	387804
PELP1	27043
GPALPP1	55425
CCL3L3	6349
CCL3L3	414062
AL137002.2	102724474
F10-AS1	104413892
F10	2159
SCN10A	6336
AP000756.1	105369423
TRIM10	10107
AL158829.1	107987013
LINC02596	105376834
NRG1-IT3	100874286
RBMY1J	378951
AKAP2	11217
ITGAD	3681
GNG13	51764
AC114324.1	100652833
AL117329.1	284930
NRG1	3084
TPI1P2	286016
SCN2B	6327
RPUSD1	113000
AC104688.1	105375342
FRG2B	441581
PALM2-AKAP2	445815
EFCAB3	146779
CAMTA1	23261
C17orf98	388381
CDH5	1003
SCARF1	8578
TNXB	7148
ACPP	55
CCL4L2	9560
LRMDA	83938
NMRK2	27231
CYP11B2	1585
OPRL1	4987
VPS13D	55187
CCBE1	147372
PALM2	114299
SMARCC1	6599
ABCB6	10058
GML	2765
HAUS6	54801
CYP11B1	1584
TRIM15	89870
DOC2A	8448
LINC00942	100292680
C17orf47	284083
TMPRSS11B	132724
TMPRSS11E	28983
TEX14	56155
DUXAP10	503639
PPP4R1L	55370
CHCHD1	118487
BMS1P17	101101776
ATOH7	220202
SLC39A11	201266
LKAAEAR1	198437
RAB38	23682
DNAI1	27019
TAB1	10454
GIPC1	10755
SLFN12L	100506736
METTL16	79066
U2AF1L5	7307
U2AF1L5	102724594
RPS27A	6233
AL662857.2	101929006
TERT	7015
AL662857.1	101929006
MYT1L-AS1	730811
RHBDL1	9028
TMC3	342125
DPP8	54878
MRPL23	6150
MRPL23	107987373
MYT1L	23040
TCP10L	140290
GPR155	151556
ESS2	8220
RAPH1	65059
JPH2	57158
ASAP2	8853
SNX21	90203
SSBP2	23635
RAMP2-AS1	100190938
FANCL	55120
FAM219A	203259
CFAP298	56683
OMG	4974
OMG	101927057
RAMP2	10266
FBXL14	144699
ATG9A	79065
KRT39	390792
AC018647.1	100506725
WNT5B	81029
AMBN	258
AWAT2	158835
KRT23	25984
CLHC1	130162
HIRIP3	8479
MRPL23-AS1	100133545
PCDH19	57526
FZD3	7976
TSSK2	23617
OTUD6A	139562
ACOT8	10005
BRK1	55845
Z92544.1	105371184
SHBG	6462
VHL	7428
UTP18	51096
ITGB1BP1	9270
INO80E	283899
SEPT7-AS1	101928545
SEPT4	5414
PRELID3A	10650
AC074033.1	105374205
TBC1D3B	414059
TBC1D3B	414060
LINC02237	105375707
PTDSS1	9791
RAB2A	5862
DUSP15	128853
C4orf46	201725
GLYAT	10249
ETFDH	2110
DNAJB1	3337
AC022211.2	100287042
GOLGA2P10	80154
SLC25A19	60386
BCL2	596
TNMD	64102
ATP5MGL	267020
CYB5R3	1727
COX6A2	1339
AC108860.2	100288748
LINC01396	103695434
TECR	9524
LINC02149	101929454
RILP	83547
HEATR5B	54497
GSC2	2928
LINC01311	100652736
ZSWIM8-AS1	100507331
GRIA3	2892
ZNF843	283933
IRAK2	3656
CHD9	80205
NDST2	8509
IDH3B	3420
HNRNPH3	3189
RUNX1	861
RUNX1	100506403
YPEL2	388403
LINC02333	103191607
SKA1	220134
PDRG1	81572
FBXL7	23194
RORA-AS1	101928784
PPID	5481
AC008966.1	257396
TTLL9	164395
MOCS2	4338
SDCCAG8	10806
AC022400.6	8509
RORA-AS2	100996876
ARMC5	79798
VRK2	7444
RORA	6095
ZSWIM8	23053
KMT5B	51111
RUFY2	55680
GPR27	2850
FOXP1-AS1	104502416
PAUPAR	440034
PAUPAR	103157000
AC027559.1	100128108
RAI14	26064
SUFU	51684
TRIM26	7726
AKT3	10000
SPDYE5	442590
ELP4	26610
SCN4A	6329
PPIP5K1	9677
RPLP1	6176
PMS2P3	5387
RREB1	6239
AC010136.1	105373878
PDP2	57546
COPS4	51138
AL136537.2	100508631
PBLD	64081
LINC02071	101927274
C11orf52	91894
PIWIL3	440822
CRYAA2	1409
CRYAA2	102724652
HSPB2-C11orf52	100528019
TRIP10	9322
HSPB2	3316
CPSF3	51692
WDR46	9277
ATP13A2	23400
CRYAB	1410
AC006012.1	100507468
SENP3-EIF4A1	100533955
SENP3	26168
ABI2	10152
HS6ST1	9394
VPS36	51028
MAPK4	5596
IQCE	23288
IQSEC2	23096
PROZ	8858
PAFAH1B1	5048
LINC01854	151121
GPR139	124274
OR4F6	390648
NWD2	57495
OR4F15	390649
ANKRD39	51239
EXTL3-AS1	101929402
EXTL3	2137
GTF2F2	2963
AC010967.1	105369165
C4orf19	55286
THSD1	55901
AC016876.1	100996842
PFDN6	10471
CNNM3	26505
IQCN	80726
AP003548.1	102724804
GLYATL2	219970
RELL1	768211
EMC7	56851
TTC21B	79809
TTC21B	100506124
LINC02073	440446
KCTD4	386618
CRACR2B	283229
DAPK3	1613
PLAC9P1	389033
MARCH11	441061
RAB30	27314
LINC01856	101927924
REPS2	9185
OR4F13P	390651
AC008175.1	101929148
CYREN	78996
OR4F4	26682
RGL2	5863
TTTY6	84672
ERVK13-1	100507321
STUB1	10273
RAB6C	84084
RAB6C-AS1	100131320
SEPT4-AS1	101927688
ANKRD23	200539
CU638689.4	102724701
Z84468.1	284933
FAM138E	100124412
PPIL1	51645
MYO3A	53904
FAM19A5	25817
AC106875.1	100506405
ACOD1	730249
TTC21B-AS1	100506134
PLXNA3	55558
LPIN1	23175
C6orf89	221477
FAR2P1	440905
PNPLA2	57104
CTSC	1075
MIDN	90007
PAK3	5063
AGBL3	340351
APOH	350
LINC01721	400839
D21S2088E	266917
PRR29-AS1	400612
PHKA1	5255
ICAM2	3384
MIS12	79003
SEC13	6396
PRKCA-AS1	101928001
VPS25	84313
BCL2L10	10017
PRKCA	5578
ZFHX4-AS1	100192378
DERL2	51009
LAGE3	8270
WASH3P	374666
ZFHX4	79776
CD151	977
AC097375.3	100505685
TMEM140	55281
MGAT3	4248
LINC02273	100996286
JUND	3727
MGAT3-AS1	104502417
AC103798.1	105376633
SEPT7	989
MFAP2	4237
SALL4	57167
PAX6	5080
POTEG	404785
AC022796.1	103312105
LINC01493	101928536
PPP2R2A	5520
DNAJC13	23317
PKP4	8502
FST	10468
PRCP	5547
LINC01429	101927678
LRSAM1	90678
MIEF1	54471
PRR29	92340
RAPSN	5913
LINC01111	101926978
AL512624.2	101929572
JMJD8	339123
C9orf152	401546
TSPAN6	7105
SYNDIG1	79953
HEPHL1	341208
COL27A1	85301
OCEL1	79629
ADIPOR2	79602
SDC2	6383
DNASE1L3	1776
CST7	8530
DDX11L9	100288486
ARHGAP39	80728
MYLK3	91807
NFIC	4782
PTH2R	5746
GGTLC2	91227
PAK1	5058
PAIP2B	400961
NUTM2E	283008
LINC02150	101929505
VPS54	51542
SLFN14	342618
FLJ42969	441374
LRRC4C	57689
RRP12	23223
TTLL11	158135
SULF1	23213
CACNG5	27091
PHKA1-AS1	101928259
PQLC2L	152078
CACNG4	27092
SLC25A20	788
FTH1	2495
ENHO	375704
MGAM	8972
CACNG1	786
HMGN2P46	283651
CTAGE6	340307
AC099524.1	105369213
GHRL	51738
PKP4-AS1	100129029
EBLN3P	100506710
POLR2L	5441
PLCG2	5336
C15orf48	84419
GK5	256356
GOLGA8J	653073
ADAM18	8749
LINC01116	375295
SMNDC1	10285
LINC01117	102724224
COPS6	10980
LINC01310	100128946
TMEM14EP	645843
MBNL1-AS1	401093
IGBP1	3476
MBNL1	4154
PKNOX1	5316
SGSM1	129049
AP001636.3	283194
DLG1-AS1	100507086
BEST1	7439
DDIAS	220042
SYNGAP1	8831
SLC30A4	7782
DLG1	1739
GLYATL1	92292
ROBO1	6091
GAPT	202309
NUP54	53371
PGBD4	161779
HDAC5	10014
KCNJ2	3759
KCNJ2-AS1	400617
NCOA1	8648
FOXN1	8456
JAML	120425
LINC02108	101928600
AC138932.3	102724984
CROT	54677
LINC01600	154386
GPX1	2876
PKD1P6-NPIPP1	105369154
MRPL15	29088
CASC17	101928165
SGK494	124923
PDXDC1	23042
PDXDC1	102724985
CYBRD1	79901
TPM4	7171
TATDN2	9797
SYTL4	94121
CBWD6	150472
CBWD6	644019
DNAJC9-AS1	414245
KRT40	125115
ECD	11319
SLC9A5	6553
RAB3C	115827
FAR2P4	440910
LINC01262	101928971
GSTCD	79807
GHRLOS	100126793
SRPX2	27286
LINC01596	105377617
RAB22A	57403
LINC00852	84657
MYLK4	340156
AGTPBP1	23287
SLC13A2	9058
LAMA1	284217
CHPF2	54480
PLEKHB2	55041
PGM2	55276
SOX17	64321
SOX9	6662
POTEF	728378
OSER1	51526
TSPAN33	340348
DMRTC1B	728656
SMARCD3	6604
LINC01152	102606463
SOX9-AS1	400618
SOX9-AS1	102723517
AC023855.1	105371789
FHOD1	29109
OSER1-DT	100505783
PLCB4	5332
MEX3B	84206
ANKRD1	27063
ZSWIM3	140831
LINC01583	101929690
ZSWIM1	90204
PDLIM5	10611
CSGALNACT1	55790
C11orf24	53838
Z94160.1	100506271
LINC02097	101928205
ELFN2	114794
LINC01499	102723644
ROCR	102723505
FAM236D	105373251
FAM236D	109729126
ARHGEF38-IT1	100874374
AC109361.1	101929577
FAM226B	653687
FAM236B	100129407
FAM236B	100132304
ARHGEF38	54848
COA3	28958
PIGS	94005
TPT1	7178
ATF4	468
CNGB1	1258
SLC35G5	83650
C11orf16	56673
WNK4	65266
